1,312,12,2,.54948,31,10,2,3,1,2,0,1,1,1,0,0,0,1,2,0,0,0,188,436,460
1,258,33,2,.235331,32,23,2,4,1,1,0,2,0,1,0,0,1,1,2,1,0,0,142,323,343
1,161,29,2,.500663,31,15,2,3,2,2,0,2,0,0,0,0,0,1,2,0,0,0,53,106,112
1,194,28,2,.582822,26,20,1,3,1,2,0,2,0,0,0,0,0,1,2,1,0,0,82,173,185
1,206,25,2,.314463,32,12,1,4,2,2,0,2,0,1,0,1,0,0,2,0,0,0,92,207,223
1,275,26,2,.588149,25,8,2,2,1,2,0,2,0,1,0,0,0,1,2,1,0,0,157,353,374
1,355,18,9,.600892,24,15,1,2,1,2,0,1,0,1,1,1,0,1,2,0,0,0,230,527,557
1,299,23,2,.652727,35,20,2,6,1,3,0,0,2,1,0,1,1,1,2,1,0,.6,173,398,422
1,318,16,2,.243852,26,13,2,1,3,1,0,1,1,1,0,0,1,1,2,0,0,.5,193,446,471
1,235,10,3,.373795,42,11,2,3,1,2,0,1,0,1,0,0,0,1,2,0,0,0,121,280,298
1,280,16,2,.566937,29,22,1,4,1,2,0,0,0,0,0,0,0,0,1,1,0,0,161,370,393
1,75,20,2,.455938,21,16,2,1,3,2,0,2,1,1,1,1,0,0,1,0,0,.4,329,762,799
1,214,14,5,.474056,27,9,1,2,1,1,0,0,0,0,0,1,0,1,2,0,0,0,101,222,238
1,319,4,2,1.130168,23,20,1,4,1,2,0,2,0,0,0,0,0,1,2,1,0,0,194,451,477
1,96,4,1,.796031,28,20,2,3,1,1,0,2,0,1,0,0,0,1,2,0,0,0,346,803,844
1,185,10,2,.371302,39,11,1,6,1,1,0,0,0,0,0,0,0,0,1,1,0,1,74,151,161
1,194,26,2,.582822,35,8,1,5,2,2,0,2,0,1,1,0,0,0,1,0,0,0,82,172,184
1,115,12,13,.708924,20,23,1,2,1,1,0,0,0,1,0,0,0,1,2,1,0,0,14,23,24
1,22,18,10,.337176,24,19,1,2,2,1,0,0,0,0,1,0,0,1,2,0,0,.14,106,264,280
1,161,33,2,.500663,27,17,1,2,2,2,0,1,0,0,1,0,0,1,3,0,0,0,53,107,113
1,258,8,2,.235331,30,23,2,4,1,2,0,2,0,1,1,0,1,1,2,1,0,0,142,325,345
1,415,8,2,.33981,35,21,2,8,1,2,0,1,0,1,0,0,0,1,2,0,0,.25,286,652,684
1,417,7,2,.798652,38,17,2,11,1,2,0,0,0,0,1,1,0,1,2,0,0,0,287,658,691
1,417,7,10,.798652,35,21,2,7,1,2,0,0,0,0,1,1,0,1,2,1,0,0,287,658,690
1,96,23,2,.796031,33,16,2,5,1,2,0,1,0,0,0,1,0,1,2,0,0,0,346,801,841
1,96,23,8,.796031,29,16,1,4,1,2,0,1,0,0,1,1,0,1,2,0,0,0,346,801,842
1,235,24,2,.373795,27,23,2,4,1,2,0,2,0,0,1,0,0,1,2,0,0,0,121,284,303
1,204,23,2,.265327,34,17,2,6,1,2,0,2,0,0,1,0,0,1,2,0,0,0,90,202,218
1,280,9,3,.566937,24,11,1,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,161,372,395
1,115,14,2,.708924,24,14,1,1,1,2,0,1,0,1,1,1,0,1,2,1,0,0,14,25,26
1,137,15,2,.62658,25,10,2,2,1,2,0,2,0,1,1,0,0,1,2,0,0,0,33,75,80
1,139,14,4,.287989,25,22,2,2,1,1,0,2,0,1,0,0,0,0,1,1,0,0,35,78,83
1,194,9,3,.582822,20,16,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,82,174,186
1,204,1,2,.265327,19,7,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,90,201,217
1,221,17,1,.225336,30,7,2,4,2,2,0,2,2,1,0,0,1,1,3,0,0,1.67,108,240,256
1,223,13,3,.519171,36,16,1,6,1,3,0,2,2,1,1,0,0,1,2,0,0,0,110,246,261
1,223,28,2,.519171,35,14,2,2,1,3,0,2,2,1,1,0,0,1,2,0,0,0,110,250,266
1,345,5,2,.838671,31,11,2,6,1,2,0,2,0,1,1,0,0,0,1,0,0,0,219,505,534
1,376,21,6,.197779,35,16,1,3,1,1,0,2,0,1,0,0,0,0,1,1,0,0,248,564,595
1,417,13,2,.798652,20,14,2,1,2,2,0,2,0,1,0,0,0,1,2,1,0,0,287,653,685
1,199,9,2,.553552,39,14,2,9,1,2,0,2,0,1,1,0,0,1,2,0,0,0,86,183,197
